,Date,Venue,Result,GF_x,GA_x,Opp,xG_x,xGA_x,Poss_x,Club,Poss_y,Position_x,Pl_x,Pts_x,Form_x,Position_y,Pl_y,Pts_y,Form_y,spi_x,off_x,def_x,Season,spi_y,off_y,def_y
554,2018-02-25,Home,L,0.0,1.0,TOT,0.2,1.7,25.0,CRY,75.0,15.0,27.0,27.0,27.0,5.0,27.0,52.0,49.0,61.1,1.7,1.0,2017,86.9,2.6,0.5
578,2018-03-05,Home,L,2.0,3.0,MUN,0.6,1.2,31.0,CRY,69.0,17.0,28.0,27.0,27.0,2.0,28.0,59.0,56.0,60.7,1.7,1.0,2017,79.0,2.3,0.7
590,2018-03-10,Away,L,1.0,2.0,CHE,1.1,3.1,38.0,CRY,62.0,18.0,29.0,27.0,27.0,5.0,29.0,53.0,53.0,60.7,1.7,1.0,2017,80.6,2.4,0.7
604,2018-03-17,Away,W,2.0,0.0,HUD,2.7,0.3,45.0,CRY,55.0,18.0,30.0,27.0,27.0,15.0,30.0,31.0,30.0,63.0,1.8,1.0,2017,47.5,1.2,1.1
622,2018-03-31,Home,L,1.0,2.0,LIV,1.9,1.8,33.0,CRY,67.0,16.0,31.0,30.0,27.0,3.0,31.0,63.0,60.0,63.2,1.8,1.0,2017,89.3,3.0,0.5
638,2018-04-07,Away,D,2.0,2.0,BOU,1.1,1.9,47.0,CRY,53.0,17.0,32.0,30.0,30.0,10.0,32.0,37.0,36.0,63.2,1.8,1.0,2017,56.6,1.8,1.3
650,2018-04-14,Home,W,3.0,2.0,BHA,2.1,1.5,49.0,CRY,51.0,17.0,33.0,31.0,30.0,13.0,32.0,35.0,34.0,62.7,1.8,1.0,2017,53.2,1.4,1.1
678,2018-04-21,Away,D,0.0,0.0,WAT,0.3,0.6,48.0,CRY,52.0,16.0,34.0,34.0,31.0,12.0,34.0,37.0,37.0,62.6,1.8,1.1,2017,56.6,1.6,1.1
701,2018-04-28,Home,W,5.0,0.0,LEI,3.0,0.6,50.0,CRY,50.0,14.0,35.0,35.0,34.0,9.0,34.0,44.0,44.0,62.7,1.8,1.0,2017,65.5,1.8,0.9
713,2018-05-05,Away,W,2.0,1.0,STK,1.1,0.5,59.0,CRY,41.0,11.0,36.0,38.0,35.0,19.0,36.0,30.0,29.0,65.5,1.9,1.0,2017,52.5,1.4,1.1
758,2018-05-13,Home,W,2.0,0.0,WBA,2.2,0.2,59.0,CRY,41.0,11.0,37.0,41.0,38.0,19.0,37.0,31.0,28.0,67.2,1.9,0.9,2017,54.7,1.4,1.0
770,2018-08-11,Away,W,2.0,0.0,FUL,1.0,0.7,35.0,CRY,65.0,,,,,,,,,71.2,1.9,0.8,2018,63.7,1.7,0.9
799,2018-08-20,Home,L,0.0,2.0,LIV,0.4,2.6,37.0,CRY,63.0,4.0,1.0,3.0,,1.0,1.0,3.0,,70.0,1.9,0.8,2018,90.2,2.8,0.4
817,2018-08-26,Away,L,1.0,2.0,WAT,1.0,1.2,57.0,CRY,43.0,10.0,2.0,3.0,3.0,4.0,2.0,6.0,3.0,69.8,1.9,0.8,2018,69.2,1.8,0.8
832,2018-09-01,Home,L,0.0,2.0,SOU,2.4,2.7,50.0,CRY,50.0,10.0,3.0,3.0,3.0,17.0,3.0,1.0,1.0,68.3,1.9,0.9,2018,68.0,1.8,0.8
852,2018-09-15,Away,W,1.0,0.0,HUD,0.7,0.9,41.0,CRY,59.0,15.0,4.0,3.0,3.0,17.0,4.0,2.0,1.0,68.0,1.9,0.9,2018,58.8,1.5,0.9
861,2018-09-22,Home,D,0.0,0.0,NEW,0.9,0.2,61.0,CRY,39.0,12.0,5.0,6.0,3.0,19.0,5.0,1.0,1.0,68.4,1.8,0.8,2018,67.4,1.7,0.8
899,2018-10-01,Away,L,1.0,2.0,BOU,0.4,1.8,55.0,CRY,45.0,11.0,6.0,7.0,6.0,8.0,6.0,10.0,10.0,67.9,1.8,0.8,2018,64.6,1.9,1.1
908,2018-10-06,Home,L,0.0,1.0,WOL,1.4,0.7,67.0,CRY,33.0,13.0,7.0,7.0,7.0,9.0,7.0,12.0,9.0,67.8,1.8,0.8,2018,68.2,1.7,0.8
936,2018-10-21,Away,L,0.0,2.0,EVE,1.3,1.8,41.0,CRY,59.0,14.0,8.0,7.0,7.0,11.0,8.0,12.0,9.0,67.1,1.8,0.8,2018,68.7,1.8,0.8
953,2018-10-28,Home,D,2.0,2.0,ARS,2.3,0.9,43.0,CRY,57.0,15.0,9.0,7.0,7.0,4.0,9.0,21.0,18.0,68.1,1.8,0.8,2018,81.2,2.5,0.7
974,2018-11-04,Away,L,1.0,3.0,CHE,0.4,1.7,27.0,CRY,73.0,14.0,10.0,8.0,7.0,3.0,10.0,24.0,21.0,68.0,1.8,0.8,2018,87.6,2.6,0.4
980,2018-11-10,Home,L,0.0,1.0,TOT,0.8,1.2,36.0,CRY,64.0,14.0,11.0,8.0,8.0,4.0,11.0,24.0,21.0,67.8,1.7,0.8,2018,84.6,2.4,0.5
1012,2018-11-24,Away,D,0.0,0.0,MUN,1.2,0.9,41.0,CRY,59.0,16.0,12.0,8.0,8.0,8.0,12.0,20.0,20.0,68.5,1.7,0.8,2018,79.3,2.2,0.7
1028,2018-12-01,Home,W,2.0,0.0,BUR,1.6,0.7,58.0,CRY,42.0,16.0,13.0,9.0,8.0,17.0,13.0,9.0,9.0,68.5,1.7,0.8,2018,56.0,1.6,1.1
1042,2018-12-04,Away,L,1.0,3.0,BHA,1.7,1.3,68.0,CRY,32.0,14.0,14.0,12.0,9.0,11.0,14.0,18.0,15.0,68.9,1.8,0.8,2018,61.9,1.7,1.0
1067,2018-12-08,Away,L,2.0,3.0,WHU,0.7,1.2,51.0,CRY,49.0,15.0,15.0,12.0,12.0,13.0,15.0,18.0,15.0,68.9,1.8,0.8,2018,68.5,1.9,0.9
1093,2018-12-15,Home,W,1.0,0.0,LEI,0.5,1.0,44.0,CRY,56.0,16.0,16.0,12.0,12.0,9.0,16.0,22.0,22.0,68.3,1.7,0.8,2018,70.0,1.8,0.7
1102,2018-12-22,Away,W,3.0,2.0,MCI,0.9,1.5,22.0,CRY,78.0,15.0,17.0,15.0,12.0,2.0,17.0,44.0,41.0,69.9,1.8,0.7,2018,91.8,3.0,0.4
1134,2018-12-26,Home,D,0.0,0.0,CAR,2.1,0.9,62.0,CRY,38.0,14.0,18.0,18.0,15.0,17.0,18.0,14.0,14.0,69.9,1.8,0.7,2018,58.0,1.6,1.1
1157,2018-12-30,Home,L,0.0,1.0,CHE,0.2,0.9,35.0,CRY,65.0,14.0,19.0,19.0,18.0,4.0,19.0,40.0,37.0,71.1,1.8,0.7,2018,86.2,2.3,0.4
1166,2019-01-02,Away,W,2.0,0.0,WOL,1.9,0.5,48.0,CRY,52.0,14.0,20.0,19.0,19.0,7.0,20.0,29.0,26.0,71.1,1.8,0.7,2018,69.8,1.7,0.7
1188,2019-01-12,Home,L,1.0,2.0,WAT,1.3,1.6,55.0,CRY,45.0,14.0,21.0,22.0,19.0,8.0,21.0,29.0,28.0,70.3,1.8,0.7,2018,70.7,2.0,0.9
1206,2019-01-19,Away,L,3.0,4.0,LIV,0.7,2.6,30.0,CRY,70.0,14.0,22.0,22.0,22.0,1.0,22.0,57.0,54.0,71.3,1.8,0.7,2018,92.6,2.9,0.3
1234,2019-01-30,Away,D,1.0,1.0,SOU,1.1,1.2,42.0,CRY,58.0,14.0,23.0,22.0,22.0,15.0,23.0,22.0,19.0,71.5,1.8,0.7,2018,66.8,1.8,0.9
1243,2019-02-02,Home,W,2.0,0.0,FUL,2.2,0.6,38.0,CRY,62.0,15.0,24.0,23.0,22.0,19.0,24.0,17.0,14.0,71.5,1.8,0.7,2018,59.2,1.7,1.1
1273,2019-02-09,Home,D,1.0,1.0,WHU,2.6,1.7,58.0,CRY,42.0,14.0,25.0,26.0,23.0,12.0,25.0,32.0,31.0,72.1,1.8,0.7,2018,66.1,1.8,0.9
1293,2019-02-23,Away,W,4.0,1.0,LEI,1.7,1.2,36.0,CRY,64.0,13.0,26.0,27.0,26.0,12.0,26.0,32.0,32.0,71.9,1.9,0.7,2018,73.3,1.9,0.7
1309,2019-02-27,Home,L,1.0,3.0,MUN,1.7,1.0,46.0,CRY,54.0,13.0,27.0,30.0,27.0,5.0,27.0,52.0,51.0,72.3,1.9,0.7,2018,79.4,2.3,0.7
1321,2019-03-02,Away,W,3.0,1.0,BUR,0.5,2.1,43.0,CRY,57.0,14.0,28.0,30.0,30.0,15.0,28.0,30.0,30.0,72.3,1.9,0.7,2018,63.8,1.8,1.0
1342,2019-03-09,Home,L,1.0,2.0,BHA,1.5,0.2,62.0,CRY,38.0,13.0,29.0,33.0,30.0,15.0,28.0,30.0,27.0,71.9,1.9,0.8,2018,62.4,1.7,0.9
1372,2019-03-30,Home,W,2.0,0.0,HUD,2.7,1.1,49.0,CRY,51.0,14.0,30.0,33.0,33.0,20.0,31.0,14.0,14.0,70.8,1.9,0.8,2018,53.2,1.4,1.1
1392,2019-04-03,Away,L,0.0,2.0,TOT,0.3,2.1,35.0,CRY,65.0,13.0,32.0,36.0,33.0,3.0,32.0,64.0,61.0,70.8,1.9,0.8,2018,83.7,2.4,0.5
1400,2019-04-06,Away,W,1.0,0.0,NEW,0.9,0.9,47.0,CRY,53.0,13.0,32.0,36.0,36.0,14.0,32.0,35.0,35.0,70.8,1.9,0.8,2018,66.5,1.7,0.8
1425,2019-04-14,Home,L,1.0,3.0,MCI,0.4,2.5,27.0,CRY,73.0,12.0,33.0,39.0,36.0,1.0,32.0,80.0,80.0,70.3,1.9,0.8,2018,94.8,3.1,0.2
1449,2019-04-21,Away,W,3.0,2.0,ARS,1.6,1.2,28.0,CRY,72.0,13.0,34.0,39.0,39.0,4.0,33.0,66.0,63.0,71.8,2.0,0.8,2018,80.2,2.3,0.7
1468,2019-04-27,Home,D,0.0,0.0,EVE,0.3,1.5,37.0,CRY,63.0,12.0,35.0,42.0,39.0,9.0,35.0,49.0,46.0,71.8,2.0,0.8,2018,75.0,1.9,0.6
1484,2019-05-04,Away,W,3.0,2.0,CAR,1.6,1.9,60.0,CRY,40.0,12.0,36.0,43.0,42.0,18.0,36.0,31.0,31.0,70.9,1.9,0.8,2018,58.7,1.6,1.0
1512,2019-05-12,Home,W,5.0,3.0,BOU,2.8,1.6,46.0,CRY,54.0,12.0,37.0,46.0,43.0,13.0,37.0,45.0,42.0,70.1,2.0,0.9,2018,66.7,2.1,1.1
1529,2019-08-10,Home,D,0.0,0.0,EVE,0.9,1.1,36.0,CRY,64.0,,,,,,,,,68.5,1.7,0.7,2019,73.5,1.9,0.7
1554,2019-08-18,Away,L,0.0,1.0,SHU,0.3,2.2,57.0,CRY,43.0,10.0,1.0,1.0,,9.0,1.0,1.0,,70.2,1.9,0.8,2019,63.5,1.6,0.9
1568,2019-08-24,Away,W,2.0,1.0,MUN,1.1,2.5,29.0,CRY,71.0,14.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,70.2,1.9,0.8,2019,81.8,2.3,0.6
1582,2019-08-31,Home,W,1.0,0.0,AVL,1.4,0.4,52.0,CRY,48.0,10.0,3.0,4.0,1.0,16.0,3.0,3.0,0.0,71.1,1.9,0.8,2019,64.0,1.7,0.9
1602,2019-09-14,Away,L,0.0,4.0,TOT,0.6,1.0,36.0,CRY,64.0,4.0,4.0,7.0,4.0,9.0,4.0,5.0,4.0,70.5,1.9,0.8,2019,84.2,2.4,0.5
1638,2019-09-22,Home,D,1.0,1.0,WOL,0.9,1.5,51.0,CRY,49.0,12.0,5.0,7.0,7.0,19.0,5.0,3.0,3.0,70.0,1.9,0.8,2019,71.9,1.9,0.7
1654,2019-09-28,Home,W,2.0,0.0,NOR,1.5,0.7,45.0,CRY,55.0,12.0,6.0,8.0,7.0,16.0,6.0,6.0,6.0,70.4,1.9,0.8,2019,63.2,1.8,1.0
1664,2019-10-05,Away,W,2.0,1.0,WHU,2.1,1.4,48.0,CRY,52.0,9.0,7.0,11.0,8.0,5.0,7.0,12.0,11.0,71.4,1.9,0.8,2019,68.8,1.9,0.9
1684,2019-10-19,Home,L,0.0,2.0,MCI,0.9,3.5,29.0,CRY,71.0,6.0,8.0,14.0,11.0,2.0,8.0,16.0,16.0,70.5,1.9,0.8,2019,95.4,3.4,0.2
1712,2019-10-27,Away,D,2.0,2.0,ARS,1.6,1.3,44.0,CRY,56.0,6.0,9.0,14.0,14.0,5.0,9.0,15.0,15.0,71.3,1.9,0.8,2019,78.8,2.4,0.8
1738,2019-11-03,Home,L,0.0,2.0,LEI,0.5,1.1,45.0,CRY,55.0,6.0,10.0,15.0,14.0,3.0,10.0,20.0,17.0,70.4,1.9,0.8,2019,82.3,2.2,0.5
1748,2019-11-09,Away,L,0.0,2.0,CHE,0.2,3.6,40.0,CRY,60.0,9.0,11.0,15.0,15.0,4.0,11.0,23.0,20.0,69.5,1.8,0.8,2019,87.2,2.6,0.5
1768,2019-11-23,Home,L,1.0,2.0,LIV,1.0,1.4,40.0,CRY,60.0,12.0,12.0,15.0,15.0,1.0,12.0,34.0,31.0,70.2,1.9,0.8,2019,92.4,2.9,0.3
1785,2019-11-30,Away,W,2.0,0.0,BUR,0.7,1.9,56.0,CRY,44.0,13.0,13.0,15.0,15.0,7.0,13.0,18.0,15.0,70.2,1.9,0.8,2019,71.3,1.9,0.8
1802,2019-12-03,Home,W,1.0,0.0,BOU,0.3,0.4,32.0,CRY,68.0,11.0,14.0,18.0,15.0,12.0,14.0,16.0,16.0,70.6,1.8,0.7,2019,69.4,2.0,0.9
1821,2019-12-07,Away,D,0.0,0.0,WAT,0.2,1.4,49.0,CRY,51.0,7.0,15.0,21.0,18.0,20.0,15.0,8.0,8.0,70.6,1.8,0.7,2019,65.5,1.8,0.9
1858,2019-12-16,Home,D,1.0,1.0,BHA,0.7,2.3,35.0,CRY,65.0,10.0,16.0,22.0,21.0,12.0,16.0,19.0,18.0,69.2,1.8,0.8,2019,69.7,1.9,0.8
1869,2019-12-21,Away,L,0.0,1.0,NEW,1.3,0.5,57.0,CRY,43.0,9.0,17.0,23.0,22.0,11.0,17.0,22.0,22.0,69.7,1.8,0.7,2019,64.6,1.7,0.9
1891,2019-12-26,Home,W,2.0,1.0,WHU,2.7,0.9,58.0,CRY,42.0,12.0,18.0,23.0,23.0,15.0,17.0,19.0,16.0,69.7,1.8,0.7,2019,66.1,1.9,1.0
1910,2019-12-28,Away,D,1.0,1.0,SOU,0.3,1.4,41.0,CRY,59.0,9.0,19.0,26.0,23.0,14.0,19.0,21.0,18.0,69.7,1.8,0.7,2019,69.7,1.9,0.8
1923,2020-01-01,Away,D,1.0,1.0,NOR,1.3,1.4,59.0,CRY,41.0,9.0,20.0,27.0,26.0,20.0,20.0,13.0,12.0,69.7,1.8,0.7,2019,60.1,1.7,1.1
1949,2020-01-11,Home,D,1.0,1.0,ARS,0.6,1.4,43.0,CRY,57.0,9.0,21.0,28.0,27.0,10.0,21.0,27.0,24.0,69.7,1.7,0.7,2019,76.7,2.1,0.7
1968,2020-01-18,Away,D,2.0,2.0,MCI,0.4,2.6,28.0,CRY,72.0,9.0,22.0,29.0,28.0,2.0,22.0,47.0,44.0,68.6,1.7,0.8,2019,94.1,3.3,0.3
1983,2020-01-21,Home,L,0.0,2.0,SOU,0.6,1.1,45.0,CRY,55.0,9.0,23.0,30.0,29.0,13.0,23.0,28.0,28.0,68.6,1.7,0.8,2019,71.9,2.0,0.8
2013,2020-02-01,Home,L,0.0,1.0,SHU,0.8,0.7,61.0,CRY,39.0,11.0,24.0,30.0,30.0,8.0,24.0,33.0,33.0,68.3,1.7,0.8,2019,73.8,1.8,0.6
2023,2020-02-08,Away,L,1.0,3.0,EVE,1.1,2.5,53.0,CRY,47.0,14.0,25.0,30.0,30.0,9.0,25.0,33.0,30.0,68.0,1.7,0.8,2019,78.8,2.1,0.6
2040,2020-02-22,Home,W,1.0,0.0,NEW,1.6,0.2,45.0,CRY,55.0,14.0,26.0,30.0,30.0,13.0,26.0,31.0,31.0,68.0,1.7,0.8,2019,60.2,1.6,1.0
2069,2020-02-29,Away,W,1.0,0.0,BHA,2.5,2.2,35.0,CRY,65.0,13.0,27.0,33.0,30.0,15.0,27.0,28.0,27.0,69.8,1.8,0.7,2019,69.6,1.9,0.8
2080,2020-03-07,Home,W,1.0,0.0,WAT,0.8,0.6,44.0,CRY,56.0,12.0,28.0,36.0,33.0,17.0,28.0,27.0,24.0,70.3,1.8,0.7,2019,72.8,1.9,0.7
2107,2020-06-20,Away,W,2.0,0.0,BOU,0.8,0.5,42.0,CRY,58.0,11.0,29.0,39.0,36.0,18.0,29.0,27.0,27.0,70.3,1.8,0.7,2019,64.1,1.8,1.0
2130,2020-06-24,Away,L,0.0,4.0,LIV,0.1,2.4,27.0,CRY,73.0,9.0,30.0,42.0,39.0,1.0,30.0,83.0,82.0,69.7,1.7,0.7,2019,92.8,2.9,0.2
2144,2020-06-29,Home,L,0.0,1.0,BUR,0.9,0.4,59.0,CRY,41.0,10.0,31.0,42.0,42.0,11.0,31.0,42.0,39.0,70.1,1.7,0.7,2019,70.5,1.8,0.7
2162,2020-07-04,Away,L,0.0,3.0,LEI,0.8,2.8,48.0,CRY,52.0,12.0,32.0,42.0,42.0,3.0,32.0,55.0,55.0,70.1,1.7,0.7,2019,81.7,2.1,0.5
2181,2020-07-07,Home,L,2.0,3.0,CHE,1.5,1.9,43.0,CRY,57.0,14.0,33.0,42.0,42.0,4.0,33.0,57.0,54.0,69.5,1.7,0.7,2019,85.6,2.6,0.5
2213,2020-07-12,Away,L,0.0,2.0,AVL,1.2,1.7,55.0,CRY,45.0,14.0,34.0,42.0,42.0,19.0,34.0,27.0,27.0,68.3,1.7,0.8,2019,63.5,1.8,1.0
2234,2020-07-16,Home,L,0.0,2.0,MUN,0.6,2.2,41.0,CRY,59.0,14.0,35.0,42.0,42.0,5.0,35.0,59.0,58.0,68.3,1.7,0.8,2019,88.1,2.5,0.4
2247,2020-07-20,Away,L,0.0,2.0,WOL,0.4,1.5,47.0,CRY,53.0,14.0,36.0,42.0,42.0,6.0,36.0,56.0,55.0,67.4,1.7,0.8,2019,82.2,1.9,0.3
2268,2020-07-26,Home,D,1.0,1.0,TOT,0.8,0.3,48.0,CRY,52.0,14.0,37.0,42.0,42.0,7.0,37.0,58.0,55.0,68.5,1.7,0.7,2019,76.4,2.1,0.7
2286,2020-09-12,Home,W,1.0,0.0,SOU,1.1,0.9,31.0,CRY,69.0,,,,,,,,,68.0,1.7,0.8,2020,72.3,2.0,0.8
2303,2020-09-19,Away,W,3.0,1.0,MUN,1.6,1.2,25.0,CRY,75.0,7.0,1.0,3.0,,,,,,69.7,1.8,0.7,2020,85.4,2.4,0.5
2322,2020-09-26,Home,L,1.0,2.0,EVE,0.4,1.9,42.0,CRY,58.0,5.0,2.0,6.0,3.0,2.0,2.0,6.0,3.0,68.8,1.8,0.8,2020,76.6,2.0,0.7
2339,2020-10-03,Away,L,0.0,4.0,CHE,0.2,2.7,30.0,CRY,70.0,6.0,3.0,6.0,6.0,9.0,3.0,4.0,3.0,67.7,1.7,0.8,2020,84.5,2.5,0.6
2371,2020-10-18,Home,D,1.0,1.0,BHA,0.8,1.7,34.0,CRY,66.0,12.0,4.0,6.0,6.0,15.0,4.0,3.0,3.0,66.7,1.7,0.8,2020,71.5,1.9,0.8
2382,2020-10-24,Away,W,2.0,1.0,FUL,2.5,1.1,36.0,CRY,64.0,14.0,5.0,7.0,6.0,20.0,5.0,1.0,0.0,66.7,1.7,0.8,2020,61.5,1.7,1.0
2396,2020-10-30,Away,L,0.0,2.0,WOL,0.7,1.3,55.0,CRY,45.0,8.0,6.0,10.0,7.0,9.0,6.0,10.0,9.0,67.2,1.7,0.8,2020,75.4,1.8,0.5
2422,2020-11-07,Home,W,4.0,1.0,LEE,0.9,0.8,36.0,CRY,64.0,13.0,7.0,10.0,10.0,12.0,7.0,10.0,10.0,67.1,1.8,0.8,2020,66.3,1.9,1.0
2455,2020-11-23,Away,L,0.0,1.0,BUR,1.5,1.5,54.0,CRY,46.0,8.0,8.0,13.0,10.0,19.0,7.0,2.0,1.0,67.2,1.8,0.8,2020,66.7,1.7,0.8
2457,2020-11-27,Home,L,0.0,2.0,NEW,0.6,1.3,57.0,CRY,43.0,11.0,9.0,13.0,13.0,15.0,9.0,11.0,11.0,67.2,1.8,0.8,2020,64.8,1.7,0.9
2490,2020-12-06,Away,W,5.0,1.0,WBA,1.6,0.7,50.0,CRY,50.0,15.0,10.0,13.0,13.0,18.0,10.0,6.0,3.0,67.9,1.8,0.8,2020,55.2,1.5,1.1
2513,2020-12-13,Home,D,1.0,1.0,TOT,1.6,0.9,44.0,CRY,56.0,11.0,11.0,16.0,13.0,1.0,11.0,24.0,21.0,70.0,1.8,0.8,2020,82.5,2.3,0.5
2529,2020-12-16,Away,D,1.0,1.0,WHU,1.1,0.4,48.0,CRY,52.0,11.0,12.0,17.0,16.0,6.0,12.0,20.0,17.0,70.0,1.8,0.8,2020,74.2,2.0,0.7
2538,2020-12-19,Home,L,0.0,7.0,LIV,0.3,2.5,36.0,CRY,64.0,12.0,13.0,18.0,17.0,1.0,13.0,28.0,25.0,67.5,1.8,0.9,2020,88.6,2.7,0.4
2556,2020-12-26,Away,L,0.0,3.0,AVL,0.9,3.9,61.0,CRY,39.0,13.0,14.0,18.0,18.0,9.0,12.0,22.0,19.0,65.2,1.8,0.9,2020,78.7,2.2,0.6
2577,2020-12-28,Home,D,1.0,1.0,LEI,0.5,1.9,34.0,CRY,66.0,14.0,15.0,18.0,18.0,3.0,15.0,28.0,27.0,65.2,1.8,0.9,2020,78.9,2.1,0.6
2595,2021-01-02,Home,W,2.0,0.0,SHU,0.6,0.4,44.0,CRY,56.0,15.0,16.0,19.0,18.0,20.0,16.0,2.0,2.0,66.1,1.8,0.9,2020,62.4,1.6,0.9
2619,2021-01-14,Away,D,0.0,0.0,ARS,0.8,0.4,33.0,CRY,67.0,14.0,17.0,22.0,19.0,11.0,17.0,23.0,20.0,66.1,1.8,0.9,2020,80.5,2.2,0.6
2631,2021-01-17,Away,L,0.0,4.0,MCI,0.1,0.7,29.0,CRY,71.0,13.0,18.0,23.0,22.0,3.0,16.0,32.0,29.0,66.9,1.7,0.8,2020,93.8,2.9,0.2
2652,2021-01-26,Home,L,2.0,3.0,WHU,0.7,2.8,54.0,CRY,46.0,13.0,19.0,23.0,23.0,7.0,19.0,32.0,32.0,65.7,1.7,0.9,2020,76.1,2.1,0.7
2675,2021-01-30,Home,W,1.0,0.0,WOL,1.4,0.4,48.0,CRY,52.0,14.0,20.0,23.0,23.0,13.0,20.0,23.0,22.0,65.7,1.7,0.9,2020,72.4,1.8,0.7
2692,2021-02-02,Away,W,2.0,1.0,NEW,0.7,1.9,39.0,CRY,61.0,13.0,21.0,26.0,23.0,15.0,21.0,22.0,19.0,65.7,1.7,0.9,2020,63.1,1.6,0.9
2729,2021-02-08,Away,L,0.0,2.0,LEE,0.4,1.9,33.0,CRY,67.0,13.0,22.0,29.0,26.0,11.0,21.0,29.0,29.0,64.6,1.7,0.9,2020,69.7,2.1,1.0
2733,2021-02-13,Home,L,0.0,3.0,BUR,0.5,1.4,54.0,CRY,46.0,13.0,23.0,29.0,29.0,17.0,22.0,23.0,22.0,62.8,1.7,1.0,2020,69.3,1.7,0.7
2772,2021-02-22,Away,W,2.0,1.0,BHA,0.2,2.4,26.0,CRY,74.0,14.0,24.0,29.0,29.0,16.0,24.0,26.0,25.0,62.1,1.7,1.0,2020,77.3,2.0,0.6
2787,2021-02-28,Home,D,0.0,0.0,FUL,0.1,1.4,40.0,CRY,60.0,13.0,25.0,32.0,29.0,18.0,25.0,22.0,19.0,62.1,1.6,0.9,2020,70.4,1.7,0.7
2801,2021-03-03,Home,D,0.0,0.0,MUN,0.9,0.9,37.0,CRY,63.0,13.0,27.0,34.0,32.0,2.0,27.0,51.0,49.0,62.1,1.6,0.9,2020,86.9,2.4,0.4
2825,2021-03-07,Away,L,1.0,4.0,TOT,0.5,2.7,37.0,CRY,63.0,13.0,27.0,34.0,34.0,8.0,26.0,42.0,42.0,61.0,1.6,1.0,2020,80.0,2.3,0.6
2841,2021-03-13,Home,W,1.0,0.0,WBA,1.2,0.8,45.0,CRY,55.0,13.0,28.0,34.0,34.0,19.0,28.0,18.0,17.0,61.0,1.6,1.0,2020,56.6,1.6,1.1
2878,2021-04-05,Away,D,1.0,1.0,EVE,0.7,2.5,52.0,CRY,48.0,11.0,29.0,37.0,34.0,7.0,28.0,46.0,46.0,60.5,1.6,1.0,2020,71.6,1.9,0.8
2882,2021-04-10,Home,L,1.0,4.0,CHE,0.4,3.1,36.0,CRY,64.0,12.0,30.0,38.0,37.0,5.0,30.0,51.0,51.0,60.5,1.6,1.0,2020,87.4,2.3,0.3
2934,2021-04-26,Away,L,1.0,2.0,LEI,0.7,1.5,34.0,CRY,66.0,13.0,31.0,38.0,38.0,3.0,32.0,59.0,56.0,58.8,1.6,1.0,2020,79.6,2.1,0.5
2941,2021-05-01,Home,L,0.0,2.0,MCI,0.9,1.7,32.0,CRY,68.0,13.0,32.0,38.0,38.0,1.0,33.0,77.0,74.0,58.8,1.6,1.0,2020,93.5,2.9,0.2
2959,2021-05-08,Away,W,2.0,0.0,SHU,2.0,0.7,50.0,CRY,50.0,13.0,33.0,38.0,38.0,20.0,34.0,17.0,17.0,59.1,1.6,1.0,2020,56.0,1.5,1.0
2974,2021-05-11,Away,L,1.0,3.0,SOU,1.5,1.2,38.0,CRY,62.0,13.0,35.0,41.0,38.0,14.0,35.0,40.0,37.0,61.1,1.6,1.0,2020,66.8,1.9,0.9
2998,2021-05-16,Home,W,3.0,2.0,AVL,1.9,1.4,45.0,CRY,55.0,13.0,35.0,41.0,41.0,11.0,35.0,49.0,49.0,61.9,1.7,1.0,2020,72.7,2.0,0.8
3016,2021-05-19,Home,L,1.0,3.0,ARS,1.0,1.8,32.0,CRY,68.0,13.0,36.0,44.0,41.0,9.0,36.0,55.0,55.0,61.9,1.7,1.0,2020,82.7,2.2,0.5
3033,2021-05-23,Away,L,0.0,2.0,LIV,0.6,1.6,31.0,CRY,69.0,13.0,37.0,44.0,44.0,4.0,37.0,66.0,63.0,61.5,1.7,1.0,2020,89.2,2.7,0.4
3051,2021-08-14,Away,L,0.0,3.0,CHE,0.2,0.7,38.0,CRY,62.0,,,,,,,,,62.2,1.7,1.0,2021,88.5,2.4,0.3
3062,2021-08-21,Home,D,0.0,0.0,BRE,0.5,0.9,53.0,CRY,47.0,18.0,1.0,0.0,,6.0,1.0,3.0,,62.2,1.6,0.9,2021,64.3,1.7,0.9
3091,2021-08-28,Away,D,2.0,2.0,WHU,1.1,1.3,53.0,CRY,47.0,14.0,2.0,1.0,0.0,1.0,2.0,6.0,3.0,63.0,1.7,0.9,2021,74.5,2.2,0.8
3110,2021-09-11,Home,W,3.0,0.0,TOT,2.1,0.1,62.0,CRY,38.0,14.0,3.0,2.0,1.0,1.0,3.0,9.0,6.0,66.0,1.7,0.9,2021,76.1,2.2,0.7
3123,2021-09-18,Away,L,0.0,3.0,LIV,0.6,3.1,41.0,CRY,59.0,11.0,4.0,5.0,2.0,3.0,4.0,10.0,7.0,65.9,1.7,0.9,2021,90.1,2.8,0.4
3159,2021-09-27,Home,D,1.0,1.0,BHA,1.4,0.8,47.0,CRY,53.0,14.0,5.0,5.0,5.0,4.0,5.0,12.0,9.0,66.2,1.7,0.9,2021,73.7,1.9,0.6
3177,2021-10-03,Home,D,2.0,2.0,LEI,1.5,1.2,60.0,CRY,40.0,15.0,6.0,6.0,5.0,13.0,6.0,7.0,6.0,66.9,1.8,0.9,2021,72.9,2.0,0.8
