,Date,Venue,Result,GF_x,GA_x,Opp,xG_x,xGA_x,Poss_x,Club,Poss_y,Position_x,Pl_x,Pts_x,Form_x,Position_y,Pl_y,Pts_y,Form_y,spi_x,off_x,def_x,Season,spi_y,off_y,def_y
2119,2020-06-22,Home,W,5.0,0.0,BUR,2.4,0.0,71.0,MCI,29.0,2.0,30.0,63.0,57.0,10.0,29.0,39.0,38.0,95.1,3.2,0.2,2019,69.8,1.8,0.8
2134,2020-06-25,Away,L,1.0,2.0,CHE,0.8,3.2,65.0,MCI,35.0,2.0,30.0,63.0,63.0,4.0,30.0,51.0,48.0,95.1,3.2,0.2,2019,85.4,2.4,0.5
2159,2020-07-02,Home,W,4.0,0.0,LIV,2.4,1.1,47.0,MCI,53.0,2.0,31.0,63.0,63.0,1.0,31.0,86.0,83.0,94.7,3.1,0.2,2019,92.8,2.9,0.2
2176,2020-07-05,Away,L,0.0,1.0,SOU,3.2,0.6,73.0,MCI,27.0,2.0,32.0,66.0,63.0,14.0,32.0,40.0,37.0,95.2,3.2,0.2,2019,71.1,1.9,0.8
2193,2020-07-08,Home,W,5.0,0.0,NEW,2.8,0.3,73.0,MCI,27.0,2.0,33.0,66.0,66.0,12.0,33.0,43.0,42.0,95.2,3.2,0.2,2019,63.2,1.7,0.9
2205,2020-07-11,Away,W,5.0,0.0,BHA,4.4,0.2,70.0,MCI,30.0,2.0,34.0,69.0,66.0,15.0,34.0,36.0,36.0,95.2,3.2,0.2,2019,71.4,1.8,0.7
2223,2020-07-15,Home,W,2.0,1.0,BOU,0.7,1.6,71.0,MCI,29.0,2.0,35.0,72.0,69.0,18.0,35.0,31.0,28.0,95.3,3.2,0.2,2019,67.2,1.9,1.0
2253,2020-07-21,Away,W,4.0,0.0,WAT,3.3,0.1,76.0,MCI,24.0,2.0,36.0,75.0,72.0,17.0,36.0,34.0,34.0,95.4,3.3,0.2,2019,69.7,1.8,0.8
2272,2020-07-26,Home,W,5.0,0.0,NOR,3.2,1.0,73.0,MCI,27.0,2.0,37.0,78.0,75.0,20.0,37.0,21.0,21.0,95.6,3.3,0.2,2019,53.1,1.5,1.2
2312,2020-09-21,Away,W,3.0,1.0,WOL,1.9,0.6,65.0,MCI,35.0,,,,,5.0,1.0,3.0,,94.2,3.1,0.2,2020,78.5,1.9,0.5
2324,2020-09-27,Home,L,2.0,5.0,LEI,0.9,2.9,72.0,MCI,28.0,7.0,1.0,3.0,,1.0,2.0,6.0,3.0,92.8,3.1,0.3,2020,81.7,2.3,0.6
2341,2020-10-03,Away,D,1.0,1.0,LEE,1.2,2.4,49.0,MCI,51.0,13.0,2.0,3.0,3.0,7.0,3.0,6.0,3.0,92.0,3.0,0.4,2020,65.9,1.8,1.0
2362,2020-10-17,Home,W,1.0,0.0,ARS,1.3,0.9,58.0,MCI,42.0,14.0,3.0,4.0,3.0,4.0,4.0,9.0,6.0,92.0,3.0,0.3,2020,78.9,2.1,0.6
2380,2020-10-24,Away,D,1.0,1.0,WHU,1.0,0.3,69.0,MCI,31.0,11.0,4.0,7.0,4.0,9.0,5.0,7.0,6.0,92.0,3.0,0.3,2020,74.1,2.1,0.8
2399,2020-10-31,Away,W,1.0,0.0,SHU,1.6,0.5,65.0,MCI,35.0,13.0,5.0,8.0,7.0,19.0,6.0,1.0,1.0,92.5,2.9,0.3,2020,67.4,1.7,0.8
2429,2020-11-08,Home,D,1.0,1.0,LIV,1.4,1.2,54.0,MCI,46.0,10.0,6.0,11.0,8.0,1.0,7.0,16.0,13.0,92.8,2.9,0.2,2020,89.0,2.8,0.5
2440,2020-11-21,Away,L,0.0,2.0,TOT,1.4,0.7,66.0,MCI,34.0,10.0,7.0,12.0,11.0,2.0,8.0,17.0,14.0,93.5,2.9,0.2,2020,82.4,2.4,0.6
2462,2020-11-28,Home,W,5.0,0.0,BUR,1.7,0.5,68.0,MCI,32.0,13.0,8.0,12.0,12.0,17.0,8.0,5.0,2.0,93.5,2.9,0.2,2020,66.7,1.7,0.8
2479,2020-12-05,Home,W,2.0,0.0,FUL,2.9,0.3,69.0,MCI,31.0,11.0,9.0,15.0,12.0,17.0,10.0,7.0,4.0,93.9,2.9,0.2,2020,63.4,1.8,1.0
2500,2020-12-12,Away,D,0.0,0.0,MUN,1.3,0.6,54.0,MCI,46.0,7.0,10.0,18.0,15.0,6.0,10.0,19.0,16.0,93.9,2.9,0.2,2020,84.2,2.5,0.5
2517,2020-12-15,Home,D,1.0,1.0,WBA,2.2,0.4,77.0,MCI,23.0,9.0,11.0,19.0,18.0,19.0,12.0,6.0,6.0,93.5,2.9,0.2,2020,56.0,1.5,1.1
2535,2020-12-19,Away,W,1.0,0.0,SOU,0.9,0.7,52.0,MCI,48.0,9.0,12.0,20.0,19.0,3.0,13.0,24.0,23.0,93.3,2.8,0.2,2020,75.9,2.0,0.7
2561,2020-12-26,Home,W,2.0,0.0,NEW,3.0,0.3,74.0,MCI,26.0,8.0,13.0,23.0,20.0,12.0,13.0,18.0,17.0,93.3,2.8,0.2,2020,63.5,1.6,0.9
2602,2021-01-03,Away,W,3.0,1.0,CHE,2.7,0.8,46.0,MCI,54.0,6.0,14.0,26.0,23.0,6.0,16.0,26.0,25.0,93.7,2.9,0.2,2020,85.8,2.4,0.5
2615,2021-01-13,Home,W,1.0,0.0,BHA,2.0,0.2,65.0,MCI,35.0,5.0,15.0,29.0,26.0,17.0,17.0,14.0,13.0,93.7,2.9,0.2,2020,72.8,1.9,0.7
2635,2021-01-17,Home,W,4.0,0.0,CRY,0.7,0.1,71.0,MCI,29.0,3.0,16.0,32.0,29.0,13.0,18.0,23.0,22.0,93.8,2.9,0.2,2020,66.9,1.7,0.8
2643,2021-01-20,Home,W,2.0,0.0,AVL,3.4,0.6,69.0,MCI,31.0,2.0,18.0,38.0,32.0,8.0,15.0,26.0,26.0,93.8,2.9,0.2,2020,77.7,2.2,0.7
2657,2021-01-26,Away,W,5.0,0.0,WBA,1.8,0.5,77.0,MCI,23.0,2.0,18.0,38.0,38.0,19.0,19.0,11.0,11.0,93.8,2.9,0.2,2020,52.3,1.5,1.2
2671,2021-01-30,Home,W,1.0,0.0,SHU,1.5,0.2,75.0,MCI,25.0,1.0,19.0,41.0,38.0,20.0,20.0,8.0,5.0,93.8,2.9,0.2,2020,64.4,1.6,0.8
2699,2021-02-03,Away,W,2.0,0.0,BUR,2.0,0.1,74.0,MCI,26.0,1.0,20.0,44.0,41.0,16.0,20.0,22.0,22.0,93.5,2.9,0.2,2020,66.3,1.6,0.7
2724,2021-02-07,Away,W,4.0,1.0,LIV,3.5,1.2,44.0,MCI,56.0,1.0,21.0,47.0,44.0,4.0,22.0,40.0,40.0,93.8,2.9,0.2,2020,88.8,2.6,0.4
2730,2021-02-13,Home,W,3.0,0.0,TOT,2.2,0.3,60.0,MCI,40.0,1.0,22.0,50.0,47.0,8.0,22.0,36.0,33.0,93.9,2.9,0.2,2020,77.4,2.1,0.7
2752,2021-02-17,Away,W,3.0,1.0,EVE,1.0,1.0,71.0,MCI,29.0,1.0,24.0,56.0,50.0,7.0,23.0,37.0,37.0,93.9,2.9,0.2,2020,71.4,1.9,0.8
2766,2021-02-21,Away,W,1.0,0.0,ARS,1.8,0.3,55.0,MCI,45.0,1.0,24.0,56.0,56.0,10.0,24.0,34.0,31.0,93.8,2.9,0.2,2020,81.2,2.1,0.5
2782,2021-02-27,Home,W,2.0,1.0,WHU,0.5,1.5,63.0,MCI,37.0,1.0,25.0,59.0,56.0,4.0,25.0,45.0,42.0,93.8,2.9,0.2,2020,76.1,2.0,0.7
2797,2021-03-02,Home,W,4.0,1.0,WOL,3.3,0.3,72.0,MCI,28.0,1.0,27.0,65.0,59.0,12.0,27.0,34.0,33.0,93.7,2.9,0.2,2020,71.9,1.8,0.7
2823,2021-03-07,Home,L,0.0,2.0,MUN,1.3,1.7,66.0,MCI,34.0,1.0,27.0,65.0,65.0,2.0,27.0,51.0,51.0,93.8,2.9,0.2,2020,87.8,2.5,0.4
2830,2021-03-10,Home,W,5.0,2.0,SOU,2.6,1.6,58.0,MCI,42.0,1.0,29.0,68.0,65.0,14.0,28.0,33.0,30.0,93.8,2.9,0.2,2020,70.2,1.9,0.8
2840,2021-03-13,Away,W,3.0,0.0,FUL,2.2,0.3,54.0,MCI,46.0,1.0,29.0,68.0,68.0,18.0,28.0,26.0,23.0,93.8,2.9,0.2,2020,71.8,1.7,0.6
2863,2021-04-03,Away,W,2.0,0.0,LEI,1.4,0.3,56.0,MCI,44.0,1.0,30.0,71.0,68.0,3.0,29.0,56.0,53.0,93.7,2.9,0.2,2020,78.5,2.0,0.6
2886,2021-04-10,Home,L,1.0,2.0,LEE,2.1,0.1,71.0,MCI,29.0,1.0,31.0,74.0,71.0,11.0,30.0,42.0,39.0,93.7,2.9,0.2,2020,71.6,2.1,0.9
2915,2021-04-21,Away,W,2.0,1.0,AVL,1.2,0.7,72.0,MCI,28.0,1.0,32.0,74.0,74.0,11.0,30.0,44.0,44.0,93.6,2.9,0.2,2020,74.1,2.0,0.7
2945,2021-05-01,Away,W,2.0,0.0,CRY,1.7,0.9,68.0,MCI,32.0,1.0,33.0,77.0,74.0,13.0,32.0,38.0,38.0,93.5,2.9,0.2,2020,58.8,1.6,1.0
2958,2021-05-08,Home,L,1.0,2.0,CHE,1.8,0.7,48.0,MCI,52.0,1.0,34.0,80.0,77.0,4.0,34.0,61.0,58.0,93.3,2.8,0.2,2020,89.4,2.3,0.2
2985,2021-05-14,Away,W,4.0,3.0,NEW,1.5,2.2,82.0,MCI,18.0,1.0,35.0,80.0,80.0,16.0,35.0,39.0,36.0,93.2,2.8,0.2,2020,64.7,1.8,1.0
3003,2021-05-18,Away,L,2.0,3.0,BHA,0.9,1.1,37.0,MCI,63.0,1.0,36.0,83.0,80.0,17.0,36.0,38.0,37.0,92.4,2.8,0.2,2020,79.7,2.0,0.5
3022,2021-05-23,Home,W,5.0,0.0,EVE,2.5,1.1,67.0,MCI,33.0,1.0,37.0,83.0,83.0,8.0,37.0,59.0,56.0,92.8,2.8,0.2,2020,72.3,1.9,0.7
3056,2021-08-15,Away,L,0.0,1.0,TOT,1.8,1.0,65.0,MCI,35.0,,,,,,,,,91.6,2.7,0.3,2021,79.1,2.3,0.7
3065,2021-08-21,Home,W,5.0,0.0,NOR,2.6,0.1,67.0,MCI,33.0,13.0,1.0,0.0,,19.0,1.0,0.0,,92.2,2.8,0.2,2021,59.6,1.6,1.0
3087,2021-08-28,Home,W,5.0,0.0,ARS,4.4,0.2,80.0,MCI,20.0,9.0,2.0,3.0,0.0,19.0,2.0,0.0,0.0,93.3,2.9,0.2,2021,75.8,2.0,0.7
3103,2021-09-11,Away,W,1.0,0.0,LEI,2.8,0.6,61.0,MCI,39.0,7.0,3.0,6.0,3.0,9.0,3.0,6.0,3.0,93.5,2.9,0.2,2021,74.4,2.0,0.7
3125,2021-09-18,Home,D,0.0,0.0,SOU,1.0,0.4,64.0,MCI,36.0,5.0,4.0,9.0,6.0,14.0,4.0,3.0,2.0,93.1,2.9,0.2,2021,68.0,1.8,0.8
3148,2021-09-25,Away,W,1.0,0.0,CHE,1.7,0.2,59.0,MCI,41.0,5.0,5.0,10.0,9.0,1.0,5.0,13.0,10.0,93.6,2.9,0.2,2021,88.9,2.4,0.3
3174,2021-10-03,Away,D,2.0,2.0,LIV,1.2,0.9,51.0,MCI,49.0,2.0,6.0,13.0,10.0,1.0,6.0,14.0,13.0,93.5,2.9,0.2,2021,89.8,2.9,0.5
3182,2021-10-16,Home,W,2.0,0.0,BUR,2.1,0.9,70.0,MCI,30.0,3.0,7.0,14.0,13.0,18.0,7.0,3.0,2.0,93.9,2.9,0.2,2021,64.3,1.8,1.0
3204,2021-10-23,Away,W,4.0,1.0,BHA,3.8,1.3,52.0,MCI,48.0,3.0,8.0,17.0,14.0,4.0,8.0,15.0,14.0,93.7,3.0,0.2,2021,74.7,1.9,0.6
3222,2021-10-30,Home,L,0.0,2.0,CRY,0.7,0.7,68.0,MCI,32.0,3.0,9.0,20.0,17.0,15.0,9.0,9.0,8.0,93.1,3.0,0.3,2021,69.6,1.8,0.8
3246,2021-11-06,Away,W,2.0,0.0,MUN,1.6,0.9,67.0,MCI,33.0,3.0,10.0,20.0,20.0,5.0,10.0,17.0,14.0,93.6,3.0,0.2,2021,80.9,2.3,0.6
3279,2021-11-21,Home,W,3.0,0.0,EVE,2.5,0.2,77.0,MCI,23.0,2.0,11.0,23.0,20.0,11.0,11.0,15.0,14.0,93.6,3.0,0.2,2021,70.1,1.9,0.8
3294,2021-11-28,Home,W,2.0,1.0,WHU,2.1,0.2,68.0,MCI,32.0,2.0,12.0,26.0,23.0,4.0,12.0,23.0,23.0,93.3,2.9,0.2,2021,77.8,2.1,0.7
3305,2021-12-01,Away,W,2.0,1.0,AVL,1.0,0.8,64.0,MCI,36.0,2.0,13.0,29.0,26.0,13.0,13.0,16.0,13.0,93.3,2.9,0.2,2021,72.1,2.0,0.8
3321,2021-12-04,Away,W,3.0,1.0,WAT,3.1,0.8,77.0,MCI,23.0,2.0,14.0,32.0,29.0,17.0,14.0,13.0,13.0,93.3,2.9,0.2,2021,63.4,1.8,1.0
3342,2021-12-11,Home,W,1.0,0.0,WOL,3.2,0.2,71.0,MCI,29.0,1.0,15.0,35.0,32.0,8.0,15.0,21.0,21.0,93.2,2.9,0.2,2021,71.5,1.7,0.6
3357,2021-12-14,Home,W,7.0,0.0,LEE,3.1,0.3,63.0,MCI,37.0,1.0,16.0,38.0,35.0,15.0,16.0,16.0,16.0,94.1,3.0,0.2,2021,68.6,1.9,0.9
3374,2021-12-19,Away,W,4.0,0.0,NEW,2.9,0.3,71.0,MCI,29.0,1.0,17.0,41.0,38.0,19.0,17.0,10.0,10.0,94.4,3.0,0.2,2021,58.7,1.7,1.1
3386,2021-12-26,Home,W,6.0,3.0,LEI,3.6,2.7,72.0,MCI,28.0,1.0,18.0,44.0,41.0,9.0,16.0,22.0,19.0,93.7,3.0,0.2,2021,72.9,2.2,0.9
3403,2021-12-29,Away,W,1.0,0.0,BRE,1.1,0.4,76.0,MCI,24.0,1.0,19.0,47.0,44.0,13.0,17.0,20.0,20.0,93.7,3.0,0.2,2021,68.2,1.8,0.8
3410,2022-01-01,Away,W,2.0,1.0,ARS,2.0,0.8,71.0,MCI,29.0,1.0,20.0,50.0,47.0,4.0,19.0,35.0,32.0,93.9,3.0,0.2,2021,81.8,2.2,0.5
3430,2022-01-15,Home,W,1.0,0.0,CHE,1.0,0.3,56.0,MCI,44.0,1.0,21.0,53.0,50.0,2.0,21.0,43.0,42.0,93.9,3.0,0.2,2021,88.6,2.5,0.4
3457,2022-01-22,Away,D,1.0,1.0,SOU,1.8,0.8,74.0,MCI,26.0,1.0,22.0,56.0,53.0,12.0,21.0,24.0,24.0,93.7,2.9,0.2,2021,68.3,1.9,0.9
3479,2022-02-09,Home,W,2.0,0.0,BRE,1.9,0.4,74.0,MCI,26.0,1.0,23.0,57.0,56.0,14.0,23.0,23.0,23.0,93.6,2.9,0.2,2021,67.0,1.8,0.9
3497,2022-02-12,Away,W,4.0,0.0,NOR,4.6,0.4,71.0,MCI,29.0,1.0,24.0,60.0,57.0,18.0,23.0,17.0,16.0,93.6,2.9,0.2,2021,56.1,1.5,1.0
3517,2022-02-19,Home,L,2.0,3.0,TOT,2.1,1.4,71.0,MCI,29.0,1.0,25.0,63.0,60.0,8.0,22.0,36.0,36.0,94.2,3.0,0.2,2021,76.9,2.2,0.7
3548,2022-02-26,Away,W,1.0,0.0,EVE,1.8,0.5,67.0,MCI,33.0,1.0,26.0,63.0,63.0,16.0,23.0,22.0,22.0,93.8,3.0,0.2,2021,66.1,1.8,0.9
3571,2022-03-06,Home,W,4.0,1.0,MUN,2.7,0.5,69.0,MCI,31.0,1.0,27.0,66.0,63.0,4.0,27.0,47.0,46.0,93.8,2.9,0.2,2021,78.6,2.2,0.7
3600,2022-03-14,Away,D,0.0,0.0,CRY,2.8,0.6,73.0,MCI,27.0,1.0,28.0,69.0,66.0,11.0,28.0,33.0,30.0,93.7,2.9,0.2,2021,73.1,1.9,0.7
3617,2022-04-02,Away,W,2.0,0.0,BUR,1.8,0.1,76.0,MCI,24.0,1.0,29.0,70.0,69.0,19.0,27.0,21.0,21.0,93.4,2.8,0.2,2021,63.9,1.6,0.9
3654,2022-04-10,Home,D,2.0,2.0,LIV,1.3,1.3,55.0,MCI,45.0,1.0,30.0,73.0,70.0,2.0,30.0,72.0,69.0,93.2,2.8,0.2,2021,93.1,3.0,0.3
3679,2022-04-20,Home,W,3.0,0.0,BHA,1.3,0.2,65.0,MCI,35.0,1.0,31.0,74.0,73.0,10.0,33.0,40.0,37.0,93.2,2.8,0.2,2021,75.7,1.8,0.6
3687,2022-04-23,Home,W,5.0,1.0,WAT,3.6,0.5,73.0,MCI,27.0,1.0,32.0,77.0,74.0,19.0,32.0,22.0,22.0,93.2,2.8,0.2,2021,58.8,1.6,1.1
3712,2022-04-30,Away,W,4.0,0.0,LEE,2.4,1.3,58.0,MCI,42.0,1.0,33.0,80.0,77.0,16.0,33.0,34.0,33.0,93.7,2.9,0.2,2021,63.6,1.9,1.1
3736,2022-05-08,Home,W,5.0,0.0,NEW,3.1,0.8,71.0,MCI,29.0,1.0,34.0,83.0,80.0,10.0,35.0,43.0,43.0,93.7,3.0,0.2,2021,69.5,1.8,0.8
3749,2022-05-11,Away,W,5.0,1.0,WOL,2.3,0.5,66.0,MCI,34.0,1.0,36.0,89.0,83.0,8.0,36.0,50.0,49.0,93.7,3.0,0.2,2021,69.7,1.8,0.7
3764,2022-05-15,Away,D,2.0,2.0,WHU,2.4,1.1,78.0,MCI,22.0,1.0,36.0,89.0,89.0,7.0,36.0,55.0,52.0,93.4,3.0,0.3,2021,74.6,2.0,0.7
3789,2022-05-22,Home,W,3.0,2.0,AVL,3.4,0.2,71.0,MCI,29.0,1.0,37.0,90.0,89.0,14.0,37.0,45.0,45.0,93.5,3.0,0.3,2021,76.2,2.0,0.7
3815,2022-08-07,Away,W,2.0,0.0,WHU,2.2,0.5,75.0,MCI,25.0,,,,,,,,,92.7,2.9,0.3,2022,70.1,1.9,0.8
3829,2022-08-13,Home,W,4.0,0.0,BOU,1.7,0.1,67.0,MCI,33.0,4.0,1.0,3.0,,2.0,1.0,3.0,,92.9,2.9,0.3,2022,58.4,1.5,1.0
3852,2022-08-21,Away,D,3.0,3.0,NEW,2.1,1.8,69.0,MCI,31.0,1.0,2.0,6.0,3.0,5.0,2.0,4.0,3.0,92.0,3.0,0.3,2022,71.1,1.9,0.8
3863,2022-08-27,Home,W,4.0,2.0,CRY,2.2,0.1,74.0,MCI,26.0,2.0,3.0,7.0,6.0,9.0,3.0,4.0,1.0,92.2,3.0,0.4,2022,71.2,1.9,0.7
3893,2022-08-31,Home,W,6.0,0.0,NFO,3.3,0.7,74.0,MCI,26.0,2.0,4.0,10.0,7.0,14.0,4.0,4.0,4.0,92.2,3.0,0.4,2022,56.0,1.5,1.1
3901,2022-09-03,Away,D,1.0,1.0,AVL,2.1,0.3,71.0,MCI,29.0,2.0,5.0,13.0,10.0,19.0,5.0,3.0,3.0,92.2,3.0,0.4,2022,70.2,1.9,0.8
3924,2022-09-17,Away,W,3.0,0.0,WOL,1.1,0.4,59.0,MCI,41.0,2.0,6.0,14.0,13.0,14.0,6.0,6.0,3.0,93.0,3.0,0.3,2022,67.2,1.7,0.8
3951,2022-10-02,Home,W,6.0,3.0,MUN,3.2,1.7,53.0,MCI,47.0,2.0,7.0,17.0,14.0,5.0,6.0,12.0,9.0,93.1,3.2,0.3,2022,75.8,2.2,0.8
3954,2022-10-08,Home,W,4.0,0.0,SOU,2.4,0.2,65.0,MCI,35.0,2.0,8.0,20.0,17.0,16.0,8.0,7.0,7.0,93.1,3.2,0.3,2022,63.2,1.8,1.0
3984,2022-10-16,Away,L,0.0,1.0,LIV,1.0,2.1,63.0,MCI,37.0,2.0,9.0,23.0,20.0,10.0,8.0,10.0,10.0,93.0,3.0,0.3,2022,88.2,2.8,0.5
4016,2022-10-22,Home,W,3.0,1.0,BHA,1.6,0.5,48.0,MCI,52.0,2.0,10.0,23.0,23.0,8.0,10.0,15.0,14.0,93.0,3.0,0.3,2022,77.4,2.0,0.6
4042,2022-10-29,Away,W,1.0,0.0,LEI,1.0,0.7,64.0,MCI,36.0,2.0,11.0,26.0,23.0,17.0,12.0,11.0,8.0,92.9,3.0,0.3,2022,68.0,1.9,0.9
4052,2022-11-05,Home,W,2.0,1.0,FUL,2.1,1.0,70.0,MCI,30.0,2.0,12.0,29.0,26.0,7.0,13.0,19.0,18.0,92.5,2.9,0.3,2022,62.4,1.8,1.1
4077,2022-11-12,Home,L,1.0,2.0,BRE,1.6,1.3,74.0,MCI,26.0,2.0,13.0,32.0,29.0,11.0,14.0,16.0,15.0,91.2,2.9,0.4,2022,68.3,2.0,1.0
4110,2022-12-28,Away,W,3.0,1.0,LEE,4.3,0.6,69.0,MCI,31.0,2.0,14.0,32.0,32.0,15.0,14.0,15.0,15.0,91.4,2.9,0.4,2022,64.5,1.9,1.1
4119,2022-12-31,Home,D,1.0,1.0,EVE,1.7,0.1,74.0,MCI,26.0,2.0,15.0,35.0,32.0,17.0,16.0,14.0,14.0,91.4,2.9,0.4,2022,60.1,1.6,1.0
4150,2023-01-05,Away,W,1.0,0.0,CHE,2.1,0.4,52.0,MCI,48.0,2.0,16.0,36.0,35.0,8.0,16.0,25.0,24.0,91.4,2.8,0.3,2022,80.0,2.1,0.5
4160,2023-01-14,Away,L,1.0,2.0,MUN,0.6,1.7,70.0,MCI,30.0,2.0,17.0,39.0,36.0,4.0,17.0,35.0,32.0,90.9,2.8,0.3,2022,81.9,2.3,0.6
4176,2023-01-19,Home,W,4.0,2.0,TOT,2.3,0.8,58.0,MCI,42.0,2.0,19.0,42.0,39.0,5.0,20.0,33.0,33.0,90.9,2.8,0.3,2022,78.1,2.3,0.8
4191,2023-01-22,Home,W,3.0,0.0,WOL,2.8,0.8,55.0,MCI,45.0,2.0,19.0,42.0,42.0,16.0,19.0,17.0,14.0,90.8,2.8,0.4,2022,63.1,1.6,0.9
4216,2023-02-05,Away,L,0.0,1.0,TOT,1.3,1.4,64.0,MCI,36.0,2.0,20.0,45.0,42.0,5.0,21.0,36.0,33.0,90.3,2.7,0.4,2022,79.3,2.3,0.7
4234,2023-02-12,Home,W,3.0,1.0,AVL,3.3,0.3,67.0,MCI,33.0,2.0,21.0,45.0,45.0,11.0,21.0,28.0,28.0,90.7,2.8,0.4,2022,71.8,1.9,0.8
4241,2023-02-15,Away,W,3.0,1.0,ARS,1.8,1.6,37.0,MCI,63.0,1.0,23.0,51.0,45.0,2.0,22.0,51.0,50.0,90.7,2.8,0.4,2022,84.2,2.4,0.5
4248,2023-02-18,Away,D,1.0,1.0,NFO,2.4,0.9,73.0,MCI,27.0,1.0,23.0,51.0,51.0,14.0,22.0,24.0,24.0,90.7,2.8,0.4,2022,58.0,1.5,1.0
4267,2023-02-25,Away,W,4.0,1.0,BOU,2.4,1.0,66.0,MCI,35.0,2.0,24.0,52.0,51.0,17.0,23.0,21.0,18.0,90.7,2.8,0.4,2022,56.5,1.6,1.1
4291,2023-03-04,Home,W,2.0,0.0,NEW,1.3,0.4,56.0,MCI,44.0,2.0,25.0,55.0,52.0,5.0,23.0,41.0,41.0,90.5,2.8,0.4,2022,79.7,2.1,0.5
4309,2023-03-11,Away,W,1.0,0.0,CRY,2.1,0.2,67.0,MCI,33.0,2.0,25.0,55.0,55.0,12.0,24.0,27.0,27.0,90.6,2.8,0.4,2022,66.6,1.6,0.7
4340,2023-04-01,Home,W,4.0,1.0,LIV,2.9,0.3,68.0,MCI,32.0,2.0,27.0,61.0,55.0,6.0,26.0,42.0,39.0,93.0,3.0,0.3,2022,83.2,2.5,0.7
4373,2023-04-08,Away,W,4.0,1.0,SOU,2.9,0.4,73.0,MCI,27.0,2.0,28.0,64.0,61.0,20.0,29.0,23.0,23.0,93.0,3.0,0.3,2022,62.3,1.6,0.9
4392,2023-04-15,Home,W,3.0,1.0,LEI,1.6,2.3,70.0,MCI,30.0,2.0,29.0,67.0,64.0,19.0,30.0,25.0,25.0,92.6,3.0,0.3,2022,67.6,1.9,0.9
4438,2023-04-26,Home,W,4.0,1.0,ARS,2.5,0.5,52.0,MCI,48.0,2.0,30.0,70.0,67.0,1.0,31.0,74.0,74.0,92.5,3.0,0.3,2022,82.5,2.6,0.7
18,2017-08-13,Home,W,4.0,0.0,WHU,2.1,0.5,55.0,MUN,45.0,,,,,,,,,82.9,2.3,0.5,2017,59.3,1.7,1.1
28,2017-08-19,Away,W,4.0,0.0,SWA,3.0,0.4,58.0,MUN,42.0,1.0,1.0,3.0,,12.0,1.0,1.0,,84.3,2.4,0.5,2017,54.8,1.5,1.1
47,2017-08-26,Home,W,2.0,0.0,LEI,2.8,0.9,69.0,MUN,31.0,1.0,2.0,6.0,3.0,9.0,2.0,3.0,0.0,84.7,2.4,0.5,2017,62.4,1.8,1.0
66,2017-09-09,Away,D,2.0,2.0,STK,2.1,1.2,63.0,MUN,37.0,1.0,3.0,9.0,6.0,11.0,3.0,4.0,3.0,84.5,2.5,0.5,2017,62.5,1.7,0.9
99,2017-09-17,Home,W,4.0,0.0,EVE,2.9,1.1,49.0,MUN,51.0,1.0,4.0,10.0,9.0,16.0,4.0,4.0,4.0,85.1,2.5,0.5,2017,63.2,1.8,1.0
100,2017-09-23,Away,W,1.0,0.0,SOU,1.2,1.0,40.0,MUN,60.0,2.0,5.0,13.0,10.0,9.0,5.0,8.0,5.0,86.6,2.6,0.5,2017,61.7,1.6,0.9
131,2017-09-30,Home,W,4.0,0.0,CRY,2.8,0.4,59.0,MUN,41.0,2.0,6.0,16.0,13.0,20.0,6.0,0.0,0.0,86.9,2.7,0.5,2017,53.7,1.5,1.2
142,2017-10-14,Away,D,0.0,0.0,LIV,0.2,1.5,38.0,MUN,62.0,2.0,7.0,19.0,16.0,7.0,7.0,12.0,11.0,86.9,2.7,0.5,2017,77.8,2.3,0.8
170,2017-10-21,Away,L,1.0,2.0,HUD,0.8,1.2,77.0,MUN,23.0,2.0,8.0,20.0,19.0,12.0,8.0,9.0,9.0,84.4,2.5,0.5,2017,48.0,1.2,1.1
188,2017-10-28,Home,W,1.0,0.0,TOT,0.8,1.2,45.0,MUN,55.0,2.0,9.0,20.0,20.0,3.0,9.0,20.0,17.0,84.5,2.5,0.5,2017,84.9,2.5,0.5
219,2017-11-05,Away,L,0.0,1.0,CHE,0.7,1.6,46.0,MUN,54.0,2.0,10.0,23.0,20.0,4.0,10.0,19.0,16.0,83.9,2.4,0.5,2017,81.6,2.5,0.7
223,2017-11-18,Home,W,4.0,1.0,NEW,3.1,1.1,65.0,MUN,35.0,2.0,11.0,23.0,23.0,11.0,11.0,14.0,14.0,83.7,2.4,0.5,2017,54.5,1.5,1.1
244,2017-11-25,Home,W,1.0,0.0,BHA,1.2,0.5,58.0,MUN,42.0,2.0,12.0,26.0,23.0,9.0,12.0,16.0,15.0,83.7,2.4,0.5,2017,52.0,1.3,1.0
260,2017-11-28,Away,W,4.0,2.0,WAT,1.2,1.4,41.0,MUN,59.0,2.0,13.0,29.0,26.0,8.0,13.0,21.0,18.0,82.9,2.4,0.6,2017,62.3,1.8,1.1
285,2017-12-02,Away,W,3.0,1.0,ARS,1.8,4.7,25.0,MUN,75.0,2.0,14.0,32.0,29.0,4.0,14.0,28.0,25.0,82.9,2.4,0.6,2017,81.5,2.5,0.7
315,2017-12-10,Home,L,1.0,2.0,MCI,1.4,1.7,36.0,MUN,64.0,2.0,15.0,35.0,32.0,1.0,15.0,43.0,40.0,81.4,2.4,0.7,2017,90.4,3.1,0.5
